Код,Номер распоряжения,Заказчик,ИНН Заказчика,Подрядчик,ИНН Подрядчика,Район,Адрес,Вид ограничения,Вид работ,Дата начала ограничения,Дата окончания ограничения,Дата снятия ограничения,Уточнение срока,Документы,Мониторинг,Основание,ПСП,МСК,Административное дело
394365,576-зд от 19.06.2020,Спб гку 'дирекция транспортного строительства',7825342390,Ооо 'ск 'орион плюс',4703037072,Василеостровский,Тучков пер. От наб.макарова до двинского пер.),Огранич.движения,Работы по ремонту дорожного покрытия,20200623,20200801,20201016,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=428043&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394365&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e385629&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=182577&p3=234&p4=394365,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=58656&p3=51&p4=394365,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394365&msk=0&t=1
394393,585-зд от 22.06.2020,Спб гку 'додд',7801145804,Спб гку 'додд',7801145804,Невский,"Г.санкт-петербург, перекресток шлиссельбургского пр. И прибрежной ул.",Огранич.движения,Работы по строительству светофорного объекта,20200625,20200722,20200730,"(этапы 1,2,3,4 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=426532&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394393&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e393207&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=182811&p3=234&p4=394393,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=58707&p3=55&p4=394393,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394393&msk=0&t=1
394394,578-зд от 22.06.2020,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Пушкинский,"Восточная ул. (г.пушкин,территория кондакопшино) у д.35)",Полное закрытие дв.,Работы по прокладке газопровода,20200706,20200710,20200717,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=426249&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394394&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e383576&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=183045&p3=234&p4=394394,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=58762&p3=55&p4=394394,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394394&msk=0&t=1
394408,586-зд от 22.06.2020,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Фрунзенский,Прилукская ул. У д.66 по тамбовской ул.),Полное закрытие дв.,Работы по ремонту оборудования газопровода,20200627,20200628,20200702,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=426534&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394408&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e393713&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=183279&p3=234&p4=394408,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=58817&p3=55&p4=394408,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394408&msk=0&t=1
394410,579-зд от 22.06.2020,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Пушкинский,"Русская ул. (г.пушкин,территория кондакопшино) у д.16)",Полное закрытие дв.,Работы по прокладке газопровода,20200706,20200710,20200717,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=426252&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394410&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e377109&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=183513&p3=234&p4=394410,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=58872&p3=53&p4=394410,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394410&msk=0&t=1
394434,584-зд от 22.06.2020,Спб гку 'дирекция транспортного строительства',7825342390,Ооо 'ск 'орион плюс',4703037072,Василеостровский,Наб.р.смоленки от пр.кима до уральской ул.),Огранич.движения,Работы по ремонту дорожного покрытия,20200625,20200723,20200806,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=427030&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394434&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e393764&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=183747&p3=314&p4=394434,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=58925&p3=387&p4=394434,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394434&msk=0&t=1
394545,583-зд от 22.06.2020,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Приморский,Шуваловский пр. От ул.оптиков до мебельной ул.),Огранич.движения,Работы по прокладке газопровода,20200625,20201014,20201026,(этапы 1.1 и 1.3 последовательно),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=425848&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394545&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e393870&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=184061&p3=250&p4=394545,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=59312&p3=128&p4=394545,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394545&msk=0&t=1
394549,580-зд от 22.06.2020,Но 'фкр мкд спб',7840290890,Ооо 'фасадстрой',7805234702,Адмиралтейский,Старо-петергофский пр. И рижский пр. У д.35 по рижскому пр.),Огранич.движения,Работы по отводу пешеходов при размещении строительных лесов,20200626,20201015,20201030,"(этапы 1, 2 и 3 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=426288&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394549&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e391267&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=184311&p3=238&p4=394549,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=59440&p3=72&p4=394549,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394549&msk=0&t=1
394556,581-зд от 22.06.2020,Ооо 'никсем',7812009031,Ооо 'петрострой инжиниринг',7814337736,Адмиралтейский,Наб.р.фонтанки (чётная сторона) от измайловского пр. До лермонтовского пр.),Огранич.движения,Работы по прокладке газопровода,20200630,20200710,20200717,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=426349&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394556&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e393009&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=184549&p3=234&p4=394556,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=59512&p3=55&p4=394556,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394556&msk=0&t=1
394563,582-зд от 22.06.2020,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Невский,Ул.седова у фарфоровской ул.),Огранич.движения,Работы по прокладке газопровода,20200626,20200725,20200730,(этап 3) в связи с переходом на следующий этап,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=426357&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394563&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e392897&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=184783&p3=250&p4=394563,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=59567&p3=119&p4=394563,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394563&msk=0&t=1
394602,587-зд от 23.06.2020,Спб гку 'дирекция транспортного строительства',7825342390,Ооо 'ск 'орион плюс',4703037072,Кировский,Ул.маршала говорова от краснопутиловской ул. До ул.шкапина),Огранич.движения,Работы по ремонту дорожного покрытия,20200628,20200911,20200916,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=425877&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394602&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e393847&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=185033&p3=270&p4=394602,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=59686&p3=140&p4=394602,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394602&msk=0&t=1
394623,590-зд от 23.06.2020,Ассоциация 'невский свет',7838342220,Ассоциация 'невский свет',7838342220,Московский,Московский пр. От ул.фрунзе до ул.типанова (чётная сторона)),Огранич.движения,Работы по реконструкции наружного освещения,20200701,20200810,20200814,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=426561&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394623&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e386881&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=185303&p3=234&p4=394623,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=59826&p3=53&p4=394623,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394623&msk=0&t=1
394676,588-зд от 23.06.2020,Пао 'россети ленэнерго',7803002209,Пао 'россети ленэнерго',7803002209,Красносельский,Ул.котина - ленинский пр. - брестский бульв.),Огранич.движения,Работы по прокладке электрокабеля,20200715,20201014,20201123,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=426554&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394676&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e389271&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=185537&p3=246&p4=394676,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=59879&p3=106&p4=394676,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394676&msk=0&t=1
394698,589-зд от 23.06.2020,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Приморский,Нижняя полевая ул. У д.16 по 2-й никитинской ул.),Полное закрытие дв.,Работы по строительству газопровода,20200713,20200826,20200910,(этап 1) и с 24.08.2020 по 26.08.2020 (этап 3),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=425875&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394698&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e393127&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=185783&p3=234&p4=394698,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=59985&p3=58&p4=394698,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394698&msk=0&t=1
394711,592-зд от 23.06.2020,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Пушкинский,"Восточная ул. (г.пушкин,территория кондакопшино) от александровского бульвара до 2-го проезда)",Полное закрытие дв.,Работы по прокладке газопровода,20200711,20200715,20200722,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=426677&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394711&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e383578&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=186017&p3=234&p4=394711,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=60043&p3=55&p4=394711,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394711&msk=0&t=1
394728,593-зд от 23.06.2020,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Пушкинский,"Восточная ул. (г.пушкин,территория кондакопшино) от 2-го проезда до александровского бульв.)",Полное закрытие дв.,Работы по строительству газопровода,20200720,20200724,20200812,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=426998&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394728&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e376920&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=186251&p3=234&p4=394728,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=60098&p3=55&p4=394728,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394728&msk=0&t=1
394733,591-зд от 23.06.2020,Спб гку 'дирекция транспортного строительства',7825342390,Ао 'абз-дорстрой',7811099353,Красносельский,Пр.ленина (г.красное село) от летней ул. До авиационной ул.),Огранич.движения,Работы по размещению временного ограждения,20200626,20201014,20201204,"(этапы 12, 12.1, 13, 14.1, 14.2, 15, 16, 17.1, 17.2, 18.1 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=427699&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394733&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e364203&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=186485&p3=266&p4=394733,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=60153&p3=181&p4=394733,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394733&msk=0&t=1
394741,601-зд от 25.06.2020,Гуп 'водоканал санкт-петербурга',7830000426,Ооо 'навигатор-сбс',7825466405,Петроградский,Ул.даля от наб.реки карповки до ул.профессора попова),Полное закрытие дв.,Работы по реконструкции канализации,20200702,20200803,20200812,(этап 2) в связи с переходом на следующий этап,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=426683&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394741&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e383535&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=186751&p3=234&p4=394741,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=60334&p3=51&p4=394741,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394741&msk=0&t=1
394747,0-зд от 23.06.2020,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Петроградский,"Г.санкт-петербург, наб.гребного канала в направлении от бодрова пер. К северной дороге",Полное закрытие дв.,-,20200626,20200715,20200716,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394747&t=1,Не ордер гати,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=186985&p3=412&p4=394747,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=60385&p3=529&p4=394747,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394747&msk=0&t=1
394754,0-зд от 23.06.2020,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Петроградский,Рюхина ул. В направлении от проезда вдоль д.1 по кемской ул. К морскому пр.),Полное закрытие дв.,-,20200626,20200715,20200716,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394754&t=1,Не ордер гати,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=187397&p3=234&p4=394754,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=60914&p3=53&p4=394754,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394754&msk=0&t=1
394761,600-зд от 25.06.2020,Гуп 'тэк спб',7830001028,Ооо 'спецстрой',7841394540,Приморский,Школьная ул. От туристской ул. До ул.савушкина),Огранич.движения,Работы по реконструкции теплосети,20200704,20200707,20200722,(этапы 1 и 2 последовательно),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=427017&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394761&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e361162&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=187631&p3=234&p4=394761,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=60967&p3=58&p4=394761,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394761&msk=0&t=1
394799,594-зд от 23.06.2020,Спб гбу 'мостотрест',7806215195,Ооо 'артстройгрупп',7814547740,Кировский,Пр.маршала жукова от ул.маршала казакова до дороги на турухтанные острова),Огранич.движения,Работы по ремонту тротуара,20200715,20200830,20200909,(этапы 1 и 2 последовательно),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=425535&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394799&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e394196&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=187865&p3=234&p4=394799,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=61025&p3=55&p4=394799,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394799&msk=0&t=1
394808,599-зд от 25.06.2020,Гуп 'тэк спб',7830001028,Ооо 'велес',7816545298,Приморский,Серебристый бульв. От парашютной ул. До пл.льва мациевича),Полное закрытие дв.,Работы по реконструкции теплосети,20200823,20200907,20200702,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=427025&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394808&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e393281&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=188099&p3=234&p4=394808,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=61080&p3=58&p4=394808,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394808&msk=0&t=1
394826,598-зд от 25.06.2020,Гуп 'тэк спб',7830001028,Ооо 'тгк-сервис',7841430614,Калининский,"Г.санкт-петербург, перекрёсток токсовской ул. И бокового проезда ул.руставели",Огранич.движения,Работы по реконструкции теплосети,20200703,20200706,20200710,С закрытием сквозного движения по токсовской ул.,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=427027&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394826&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e361698&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=188333&p3=243&p4=394826,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=61138&p3=93&p4=394826,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394826&msk=0&t=1
394894,0-зд от 25.06.2020,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Комитет по развитию транспортной инфраструктуры санкт-петербурга,7830001853,Адмиралтейский,Ул.калинина от промышленной ул. До лифляндской ул.),Полное закрытие дв.,-,20200627,20200628,20200629,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394894&t=1,Не ордер гати,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=188576&p3=246&p4=394894,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=61231&p3=102&p4=394894,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394894&msk=0&t=1
394903,603-зд от 25.06.2020,Ао 'цниим',7842436263,Ооо 'алаксис',7816520896,Красногвардейский,Головкинская ул. От ул.петра смородина до салтыковской дороги),Огранич.движения,Работы по прокладке электрокабеля,20200630,20200723,20200803,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=426375&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394903&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e394185&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=188822&p3=234&p4=394903,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=61333&p3=55&p4=394903,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394903&msk=0&t=1
394918,597-зд от 25.06.2020,Спб гку 'додд',7801145804,Спб гку 'додд',7801145804,Красносельский,"Г.санкт-петербург, г.красное село, перекрёсток пр.ленина и ул.массальского",Огранич.движения,Работы по строительству светофорного объекта,20200630,20200715,20200722,(этапы 1 и 2 последовательно),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=427331&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394918&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e393604&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=189056&p3=251&p4=394918,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=61388&p3=124&p4=394918,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394918&msk=0&t=1
394926,596-зд от 25.06.2020,Спб гку 'додд',7801145804,Спб гку 'додд',7801145804,Курортный,Приморское шоссе (г.сестрорецк) у д.280),Огранич.движения,Работы по строительству светофорного объекта,20200630,20200728,20200806,(этапы 1 и 2 последовательно),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=427417&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394926&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e393570&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=189307&p3=238&p4=394926,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=61512&p3=72&p4=394926,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394926&msk=0&t=1
394941,610-зд от 29.06.2020,Но 'фкр мкд спб',7840290890,Ооо 'фасадстрой',7805234702,Адмиралтейский,Старо-петергофский пр. У д.52 от пл.стачек до нарвского пр.),Огранич.движения,Работы по отводу пешеходов при размешении фасадных лесов,20200703,20201015,20201020,"(этапы 1, 2 и 3 последовательно)",Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=427316&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394941&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e389134&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=189545&p3=234&p4=394941,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=61584&p3=55&p4=394941,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394941&msk=0&t=1
394948,595-зд от 25.06.2020,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Красносельский,Ленинградская ул. (торики) у цветочной ул.),Полное закрытие дв.,Работы по прокладке газопровода,20200701,20200703,20200714,(этап 4),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=426978&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394948&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e383561&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=189779&p3=234&p4=394948,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=61639&p3=55&p4=394948,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394948&msk=0&t=1
394949,602-зд от 25.06.2020,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Выборгский,Горское шоссе (посёлок левашово) у д.18),Огранич.движения,Работы по отводу транспорта при прокладке газопровода,20200630,20200706,20200710,(этап 2),Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=426910&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394949&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e371052&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=190013&p3=234&p4=394949,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=61694&p3=56&p4=394949,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394949&msk=0&t=1
394958,604-зд от 29.06.2020,Ооо 'петербурггаз',7838017541,Ооо 'петербурггаз',7838017541,Кировский,Севастопольская ул. От ул.зои космодемьянской до ул.трефолева и ул.губина у ул.зои космодемьянской),Огранич.движения,Работы по ремонту оборудования газопроводов,20200702,20200707,20200717,-,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=427366&t=1,Http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=394958&t=1,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e393820&msk=0&t=1,Http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=190247&p3=243&p4=394958,Http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=61750&p3=90&p4=394958,Http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e394958&msk=0&t=1
